"fid","sa4_code_2016","age_grp","sa4_name_2016","pop","pop_distribution","state_name_abbr"
403,404,"15 to 24","Adelaide - West",31900,15.5,"SA"
409,405,"15 to 24","Barossa - Yorke - Mid North",12400,13.10000038,"SA"
415,406,"15 to 24","South Australia - Outback",10800,16.10000038,"SA"
421,407,"15 to 24","South Australia - South East",19900,12.19999981,"SA"
427,502,"15 to 24","Mandurah",9900,11.39999962,"WA"
433,503,"15 to 24","Perth - Inner",23300,14.60000038,"WA"
439,504,"15 to 24","Perth - North East",29400,13.10000038,"WA"
445,505,"15 to 24","Perth - North West",72200,15.39999962,"WA"
451,506,"15 to 24","Perth - South East",70900,16.39999962,"WA"
457,507,"15 to 24","Perth - South West",54300,15.10000038,"WA"
463,501,"15 to 24","Bunbury",26300,17.60000038,"WA"
469,509,"15 to 24","Western Australia - Wheat Belt",12600,11.30000019,"WA"
475,601,"15 to 24","Hobart",28600,14.5,"TAS"
481,602,"15 to 24","Launceston and North East",16900,13.69999981,"TAS"
487,603,"15 to 24","South East",3700,10.89999962,"TAS"
493,604,"15 to 24","West and North West",12700,13.5,"TAS"
499,701,"15 to 24","Darwin",16600,14.60000038,"NT"
505,702,"15 to 24","Northern Territory - Outback",13400,17.70000076,"NT"
2,102,"25 to 34","Central Coast",33900,12.10000038,"NSW"
8,115,"25 to 34","Sydney - Baulkham Hills and Hawkesbury",32200,15.5,"NSW"
14,116,"25 to 34","Sydney - Blacktown",65700,21.79999924,"NSW"
20,117,"25 to 34","Sydney - City and Inner South",112600,33.5,"NSW"
26,118,"25 to 34","Sydney - Eastern Suburbs",63700,25.39999962,"NSW"
32,119,"25 to 34","Sydney - Inner South West",98400,19.10000038,"NSW"
38,120,"25 to 34","Sydney - Inner West",59600,21.60000038,"NSW"
44,121,"25 to 34","Sydney - North Sydney and Hornsby",47600,13.19999981,"NSW"
50,122,"25 to 34","Sydney - Northern Beaches",30400,13.69999981,"NSW"
56,123,"25 to 34","Sydney - Outer South West",42400,18.39999962,"NSW"
62,124,"25 to 34","Sydney - Outer West and Blue Mountains",53000,20.10000038,"NSW"
68,125,"25 to 34","Sydney - Parramatta",95500,23.5,"NSW"
74,126,"25 to 34","Sydney - Ryde",37100,21.39999962,"NSW"
80,127,"25 to 34","Sydney - South West",72700,19.79999924,"NSW"
86,128,"25 to 34","Sydney - Sutherland",34000,18.10000038,"NSW"
92,101,"25 to 34","Capital Region",34200,18,"NSW"
98,103,"25 to 34","Central West",22700,13.39999962,"NSW"
104,104,"25 to 34","Coffs Harbour - Grafton",10200,8.800000191,"NSW"
110,105,"25 to 34","Far West and Orana",14500,16,"NSW"
116,106,"25 to 34","Hunter Valley exc Newcastle",33700,14.80000019,"NSW"
122,107,"25 to 34","Illawarra",37900,14.5,"NSW"
128,108,"25 to 34","Mid North Coast",19000,10.10000038,"NSW"
134,109,"25 to 34","Murray",15300,15.39999962,"NSW"
140,110,"25 to 34","New England and North West",14400,9.699999809,"NSW"
146,111,"25 to 34","Newcastle and Lake Macquarie",53200,17,"NSW"
152,112,"25 to 34","Richmond - Tweed",25100,11.89999962,"NSW"
158,113,"25 to 34","Riverina",18900,14.80000019,"NSW"
164,114,"25 to 34","Southern Highlands and Shoalhaven",14400,11,"NSW"
170,206,"25 to 34","Melbourne - Inner",193900,30.60000038,"VIC"
176,207,"25 to 34","Melbourne - Inner East",55300,16.70000076,"VIC"
182,208,"25 to 34","Melbourne - Inner South",48800,13.30000019,"VIC"
188,209,"25 to 34","Melbourne - North East",82200,18.10000038,"VIC"
194,210,"25 to 34","Melbourne - North West",72600,21.39999962,"VIC"
200,211,"25 to 34","Melbourne - Outer East",69100,16,"VIC"
206,212,"25 to 34","Melbourne - South East",147800,21,"VIC"
212,213,"25 to 34","Melbourne - West",156600,23,"VIC"
218,214,"25 to 34","Mornington Peninsula",36600,14.60000038,"VIC"
224,201,"25 to 34","Ballarat",20100,14.60000038,"VIC"
230,202,"25 to 34","Bendigo",16000,12,"VIC"
236,203,"25 to 34","Geelong",36800,14.19999981,"VIC"
242,204,"25 to 34","Hume",22500,15.60000038,"VIC"
248,205,"25 to 34","Latrobe - Gippsland",36600,15.5,"VIC"
254,215,"25 to 34","North West",15900,13.10000038,"VIC"
260,216,"25 to 34","Shepparton",12600,11.69999981,"VIC"
266,217,"25 to 34","Warrnambool and South West",13100,12.89999962,"VIC"
272,301,"25 to 34","Brisbane - East",25600,13,"QLD"
278,302,"25 to 34","Brisbane - North",32400,17.29999924,"QLD"
284,303,"25 to 34","Brisbane - South",59700,19,"QLD"
290,304,"25 to 34","Brisbane - West",24600,15.69999981,"QLD"
296,305,"25 to 34","Brisbane Inner City",78100,29.79999924,"QLD"
302,310,"25 to 34","Ipswich",61100,21.10000038,"QLD"
308,311,"25 to 34","Logan - Beaudesert",57400,20.5,"QLD"
314,313,"25 to 34","Moreton Bay - North",26000,12.10000038,"QLD"
320,314,"25 to 34","Moreton Bay - South",31900,18.10000038,"QLD"
326,306,"25 to 34","Cairns",35600,17.29999924,"QLD"
332,307,"25 to 34","Darling Downs - Maranoa",13400,13.19999981,"QLD"
338,308,"25 to 34","Central Queensland",32300,18.10000038,"QLD"
344,309,"25 to 34","Gold Coast",83100,15.30000019,"QLD"
350,312,"25 to 34","Mackay - Isaac - Whitsunday",21600,15.60000038,"QLD"
356,315,"25 to 34","Queensland - Outback",14200,22.60000038,"QLD"
362,316,"25 to 34","Sunshine Coast",41300,12.5,"QLD"
368,317,"25 to 34","Toowoomba",17600,13.69999981,"QLD"
374,318,"25 to 34","Townsville",35100,18.70000076,"QLD"
380,319,"25 to 34","Wide Bay",27700,11,"QLD"
386,401,"25 to 34","Adelaide - Central and Hills",40200,15.39999962,"SA"
392,402,"25 to 34","Adelaide - North",69600,19.39999962,"SA"
398,403,"25 to 34","Adelaide - South",43800,14.10000038,"SA"
404,404,"25 to 34","Adelaide - West",37700,18.29999924,"SA"
410,405,"25 to 34","Barossa - Yorke - Mid North",9200,9.699999809,"SA"
416,406,"25 to 34","South Australia - Outback",10600,15.80000019,"SA"
422,407,"25 to 34","South Australia - South East",20700,12.69999981,"SA"
428,502,"25 to 34","Mandurah",11200,12.89999962,"WA"
434,503,"25 to 34","Perth - Inner",27500,17.20000076,"WA"
440,504,"25 to 34","Perth - North East",35300,15.69999981,"WA"
446,505,"25 to 34","Perth - North West",80300,17.20000076,"WA"
452,506,"25 to 34","Perth - South East",89300,20.70000076,"WA"
458,507,"25 to 34","Perth - South West",70600,19.70000076,"WA"
464,501,"25 to 34","Bunbury",19700,13.19999981,"WA"
470,509,"25 to 34","Western Australia - Wheat Belt",12900,11.5,"WA"
476,601,"25 to 34","Hobart",33000,16.79999924,"TAS"
482,602,"25 to 34","Launceston and North East",19000,15.39999962,"TAS"
488,603,"25 to 34","South East",2900,8.5,"TAS"
494,604,"25 to 34","West and North West",11700,12.39999962,"TAS"
500,701,"25 to 34","Darwin",24400,21.39999962,"NT"
506,702,"25 to 34","Northern Territory - Outback",18400,24.29999924,"NT"
3,102,"35 to 44","Central Coast",33400,11.89999962,"NSW"
9,115,"35 to 44","Sydney - Baulkham Hills and Hawkesbury",42000,20.20000076,"NSW"
15,116,"35 to 44","Sydney - Blacktown",69300,23,"NSW"
21,117,"35 to 44","Sydney - City and Inner South",61100,18.20000076,"NSW"
27,118,"35 to 44","Sydney - Eastern Suburbs",52900,21.10000038,"NSW"
33,119,"35 to 44","Sydney - Inner South West",77200,15,"NSW"
39,120,"35 to 44","Sydney - Inner West",43600,15.80000019,"NSW"
45,121,"35 to 44","Sydney - North Sydney and Hornsby",62300,17.29999924,"NSW"
51,122,"35 to 44","Sydney - Northern Beaches",35700,16.10000038,"NSW"
57,123,"35 to 44","Sydney - Outer South West",40700,17.60000038,"NSW"
63,124,"35 to 44","Sydney - Outer West and Blue Mountains",48100,18.20000076,"NSW"
69,125,"35 to 44","Sydney - Parramatta",93900,23.10000038,"NSW"
75,126,"35 to 44","Sydney - Ryde",29700,17.10000038,"NSW"
81,127,"35 to 44","Sydney - South West",73200,19.89999962,"NSW"
87,128,"35 to 44","Sydney - Sutherland",34400,18.29999924,"NSW"
93,101,"35 to 44","Capital Region",23000,12.10000038,"NSW"
99,103,"35 to 44","Central West",23600,13.89999962,"NSW"
105,104,"35 to 44","Coffs Harbour - Grafton",16800,14.39999962,"NSW"
111,105,"35 to 44","Far West and Orana",13900,15.30000019,"NSW"
117,106,"35 to 44","Hunter Valley exc Newcastle",37200,16.29999924,"NSW"
123,107,"35 to 44","Illawarra",28900,11.10000038,"NSW"
129,108,"35 to 44","Mid North Coast",20800,11.10000038,"NSW"
135,109,"35 to 44","Murray",15800,15.89999962,"NSW"
141,110,"35 to 44","New England and North West",18800,12.69999981,"NSW"
147,111,"35 to 44","Newcastle and Lake Macquarie",49200,15.69999981,"NSW"
153,112,"35 to 44","Richmond - Tweed",31200,14.80000019,"NSW"
159,113,"35 to 44","Riverina",18800,14.69999981,"NSW"
165,114,"35 to 44","Southern Highlands and Shoalhaven",16900,12.89999962,"NSW"
171,206,"35 to 44","Melbourne - Inner",113200,17.89999962,"VIC"
177,207,"35 to 44","Melbourne - Inner East",54700,16.5,"VIC"
183,208,"35 to 44","Melbourne - Inner South",62100,16.89999962,"VIC"
189,209,"35 to 44","Melbourne - North East",87900,19.39999962,"VIC"
195,210,"35 to 44","Melbourne - North West",50100,14.69999981,"VIC"
201,211,"35 to 44","Melbourne - Outer East",71600,16.60000038,"VIC"
207,212,"35 to 44","Melbourne - South East",127900,18.10000038,"VIC"
213,213,"35 to 44","Melbourne - West",157300,23.10000038,"VIC"
219,214,"35 to 44","Mornington Peninsula",35200,14,"VIC"
225,201,"35 to 44","Ballarat",18600,13.5,"VIC"
231,202,"35 to 44","Bendigo",20800,15.60000038,"VIC"
237,203,"35 to 44","Geelong",44800,17.29999924,"VIC"
243,204,"35 to 44","Hume",19600,13.60000038,"VIC"
249,205,"35 to 44","Latrobe - Gippsland",30300,12.80000019,"VIC"
255,215,"35 to 44","North West",13900,11.39999962,"VIC"
261,216,"35 to 44","Shepparton",13300,12.39999962,"VIC"
267,217,"35 to 44","Warrnambool and South West",11700,11.5,"VIC"
273,301,"35 to 44","Brisbane - East",29600,15,"QLD"
279,302,"35 to 44","Brisbane - North",35600,19,"QLD"
285,303,"35 to 44","Brisbane - South",61400,19.5,"QLD"
291,304,"35 to 44","Brisbane - West",20000,12.80000019,"QLD"
297,305,"35 to 44","Brisbane Inner City",49300,18.79999924,"QLD"
303,310,"35 to 44","Ipswich",57700,19.89999962,"QLD"
309,311,"35 to 44","Logan - Beaudesert",44200,15.80000019,"QLD"
315,313,"35 to 44","Moreton Bay - North",29600,13.69999981,"QLD"
321,314,"35 to 44","Moreton Bay - South",34500,19.60000038,"QLD"
327,306,"35 to 44","Cairns",34800,16.89999962,"QLD"
333,307,"35 to 44","Darling Downs - Maranoa",11600,11.5,"QLD"
339,308,"35 to 44","Central Queensland",28800,16.10000038,"QLD"
345,309,"35 to 44","Gold Coast",93500,17.20000076,"QLD"
351,312,"35 to 44","Mackay - Isaac - Whitsunday",24300,17.5,"QLD"
357,315,"35 to 44","Queensland - Outback",10500,16.70000076,"QLD"
363,316,"35 to 44","Sunshine Coast",44600,13.5,"QLD"
369,317,"35 to 44","Toowoomba",20300,15.80000019,"QLD"
375,318,"35 to 44","Townsville",27400,14.60000038,"QLD"
381,319,"35 to 44","Wide Bay",30100,12,"QLD"
387,401,"35 to 44","Adelaide - Central and Hills",42100,16.20000076,"SA"
393,402,"35 to 44","Adelaide - North",60800,17,"SA"
399,403,"35 to 44","Adelaide - South",49200,15.80000019,"SA"
405,404,"35 to 44","Adelaide - West",29000,14.10000038,"SA"
411,405,"35 to 44","Barossa - Yorke - Mid North",13900,14.60000038,"SA"
417,406,"35 to 44","South Australia - Outback",10100,15.10000038,"SA"
423,407,"35 to 44","South Australia - South East",17800,10.89999962,"SA"
429,502,"35 to 44","Mandurah",7700,8.899999619,"WA"
435,503,"35 to 44","Perth - Inner",31300,19.60000038,"WA"
441,504,"35 to 44","Perth - North East",44100,19.70000076,"WA"
447,505,"35 to 44","Perth - North West",79300,17,"WA"
453,506,"35 to 44","Perth - South East",81000,18.79999924,"WA"
459,507,"35 to 44","Perth - South West",63100,17.60000038,"WA"
465,501,"35 to 44","Bunbury",22800,15.19999981,"WA"
471,509,"35 to 44","Western Australia - Wheat Belt",15900,14.19999981,"WA"
477,601,"35 to 44","Hobart",29600,15,"TAS"
483,602,"35 to 44","Launceston and North East",16400,13.30000019,"TAS"
489,603,"35 to 44","South East",4500,13.19999981,"TAS"
495,604,"35 to 44","West and North West",12300,13.10000038,"TAS"
501,701,"35 to 44","Darwin",22500,19.79999924,"NT"
507,702,"35 to 44","Northern Territory - Outback",14800,19.60000038,"NT"
4,102,"45 to 54","Central Coast",42700,15.19999981,"NSW"
10,115,"45 to 54","Sydney - Baulkham Hills and Hawkesbury",35700,17.20000076,"NSW"
16,116,"45 to 54","Sydney - Blacktown",42100,14,"NSW"
22,117,"45 to 54","Sydney - City and Inner South",43300,12.89999962,"NSW"
28,118,"45 to 54","Sydney - Eastern Suburbs",33800,13.5,"NSW"
34,119,"45 to 54","Sydney - Inner South West",76200,14.80000019,"NSW"
40,120,"45 to 54","Sydney - Inner West",44800,16.20000076,"NSW"
46,121,"45 to 54","Sydney - North Sydney and Hornsby",64200,17.79999924,"NSW"
52,122,"45 to 54","Sydney - Northern Beaches",44900,20.29999924,"NSW"
58,123,"45 to 54","Sydney - Outer South West",37700,16.29999924,"NSW"
64,124,"45 to 54","Sydney - Outer West and Blue Mountains",41300,15.60000038,"NSW"
70,125,"45 to 54","Sydney - Parramatta",50000,12.30000019,"NSW"
76,126,"45 to 54","Sydney - Ryde",27500,15.80000019,"NSW"
82,127,"45 to 54","Sydney - South West",56600,15.39999962,"NSW"
88,128,"45 to 54","Sydney - Sutherland",27200,14.5,"NSW"
94,101,"45 to 54","Capital Region",28200,14.80000019,"NSW"
100,103,"45 to 54","Central West",23500,13.80000019,"NSW"
106,104,"45 to 54","Coffs Harbour - Grafton",17800,15.30000019,"NSW"
112,105,"45 to 54","Far West and Orana",11600,12.80000019,"NSW"
118,106,"45 to 54","Hunter Valley exc Newcastle",36500,16,"NSW"
124,107,"45 to 54","Illawarra",46000,17.70000076,"NSW"
130,108,"45 to 54","Mid North Coast",25100,13.39999962,"NSW"
136,109,"45 to 54","Murray",12900,13,"NSW"
142,110,"45 to 54","New England and North West",24000,16.20000076,"NSW"
148,111,"45 to 54","Newcastle and Lake Macquarie",48100,15.39999962,"NSW"
154,112,"45 to 54","Richmond - Tweed",33300,15.80000019,"NSW"
160,113,"45 to 54","Riverina",18200,14.30000019,"NSW"
166,114,"45 to 54","Southern Highlands and Shoalhaven",20200,15.39999962,"NSW"
172,206,"45 to 54","Melbourne - Inner",80900,12.80000019,"VIC"
178,207,"45 to 54","Melbourne - Inner East",53900,16.20000076,"VIC"
184,208,"45 to 54","Melbourne - Inner South",65900,18,"VIC"
190,209,"45 to 54","Melbourne - North East",71600,15.80000019,"VIC"
196,210,"45 to 54","Melbourne - North West",50900,15,"VIC"
202,211,"45 to 54","Melbourne - Outer East",68500,15.89999962,"VIC"
208,212,"45 to 54","Melbourne - South East",110300,15.60000038,"VIC"
214,213,"45 to 54","Melbourne - West",99800,14.69999981,"VIC"
220,214,"45 to 54","Mornington Peninsula",39200,15.60000038,"VIC"
226,201,"45 to 54","Ballarat",20900,15.19999981,"VIC"
232,202,"45 to 54","Bendigo",24100,18.10000038,"VIC"
238,203,"45 to 54","Geelong",43200,16.60000038,"VIC"
244,204,"45 to 54","Hume",24000,16.60000038,"VIC"
250,205,"45 to 54","Latrobe - Gippsland",25800,10.89999962,"VIC"
256,215,"45 to 54","North West",19000,15.60000038,"VIC"
262,216,"45 to 54","Shepparton",18400,17.10000038,"VIC"
268,217,"45 to 54","Warrnambool and South West",15200,15,"VIC"
274,301,"45 to 54","Brisbane - East",31600,16,"QLD"
280,302,"45 to 54","Brisbane - North",35100,18.79999924,"QLD"
286,303,"45 to 54","Brisbane - South",44900,14.30000019,"QLD"
292,304,"45 to 54","Brisbane - West",29800,19,"QLD"
298,305,"45 to 54","Brisbane Inner City",38000,14.5,"QLD"
304,310,"45 to 54","Ipswich",45500,15.69999981,"QLD"
310,311,"45 to 54","Logan - Beaudesert",47300,16.89999962,"QLD"
316,313,"45 to 54","Moreton Bay - North",29400,13.60000038,"QLD"
322,314,"45 to 54","Moreton Bay - South",30900,17.60000038,"QLD"
328,306,"45 to 54","Cairns",33000,16,"QLD"
334,307,"45 to 54","Darling Downs - Maranoa",19800,19.5,"QLD"
340,308,"45 to 54","Central Queensland",27400,15.39999962,"QLD"
346,309,"45 to 54","Gold Coast",97800,18,"QLD"
352,312,"45 to 54","Mackay - Isaac - Whitsunday",23600,17,"QLD"
358,315,"45 to 54","Queensland - Outback",11100,17.70000076,"QLD"
364,316,"45 to 54","Sunshine Coast",52200,15.89999962,"QLD"
370,317,"45 to 54","Toowoomba",17000,13.30000019,"QLD"
376,318,"45 to 54","Townsville",23200,12.39999962,"QLD"
382,319,"45 to 54","Wide Bay",35700,14.19999981,"QLD"
388,401,"45 to 54","Adelaide - Central and Hills",40900,15.69999981,"SA"
394,402,"45 to 54","Adelaide - North",53700,15,"SA"
400,403,"45 to 54","Adelaide - South",48600,15.60000038,"SA"
406,404,"45 to 54","Adelaide - West",30800,15,"SA"
412,405,"45 to 54","Barossa - Yorke - Mid North",15000,15.80000019,"SA"
418,406,"45 to 54","South Australia - Outback",10300,15.39999962,"SA"
424,407,"45 to 54","South Australia - South East",22900,14.10000038,"SA"
430,502,"45 to 54","Mandurah",9900,11.39999962,"WA"
436,503,"45 to 54","Perth - Inner",23100,14.5,"WA"
442,504,"45 to 54","Perth - North East",36500,16.29999924,"WA"
448,505,"45 to 54","Perth - North West",76000,16.20000076,"WA"
454,506,"45 to 54","Perth - South East",69900,16.20000076,"WA"
460,507,"45 to 54","Perth - South West",59000,16.5,"WA"
466,501,"45 to 54","Bunbury",22200,14.80000019,"WA"
472,509,"45 to 54","Western Australia - Wheat Belt",18300,16.39999962,"WA"
478,601,"45 to 54","Hobart",29500,15,"TAS"
484,602,"45 to 54","Launceston and North East",18700,15.19999981,"TAS"
490,603,"45 to 54","South East",5500,16.10000038,"TAS"
496,604,"45 to 54","West and North West",14400,15.30000019,"TAS"
502,701,"45 to 54","Darwin",19700,17.29999924,"NT"
508,702,"45 to 54","Northern Territory - Outback",11700,15.5,"NT"
5,102,"55 to 64","Central Coast",46100,16.39999962,"NSW"
11,115,"55 to 64","Sydney - Baulkham Hills and Hawkesbury",28700,13.80000019,"NSW"
17,116,"55 to 64","Sydney - Blacktown",36500,12.10000038,"NSW"
23,117,"55 to 64","Sydney - City and Inner South",35200,10.5,"NSW"
29,118,"55 to 64","Sydney - Eastern Suburbs",31600,12.60000038,"NSW"
35,119,"55 to 64","Sydney - Inner South West",73600,14.30000019,"NSW"
41,120,"55 to 64","Sydney - Inner West",34500,12.5,"NSW"
47,121,"55 to 64","Sydney - North Sydney and Hornsby",51600,14.30000019,"NSW"
53,122,"55 to 64","Sydney - Northern Beaches",32000,14.5,"NSW"
59,123,"55 to 64","Sydney - Outer South West",33700,14.60000038,"NSW"
65,124,"55 to 64","Sydney - Outer West and Blue Mountains",37800,14.30000019,"NSW"
71,125,"55 to 64","Sydney - Parramatta",44500,10.89999962,"NSW"
77,126,"55 to 64","Sydney - Ryde",22800,13.10000038,"NSW"
83,127,"55 to 64","Sydney - South West",46400,12.60000038,"NSW"
89,128,"55 to 64","Sydney - Sutherland",27500,14.60000038,"NSW"
95,101,"55 to 64","Capital Region",31100,16.29999924,"NSW"
101,103,"55 to 64","Central West",32700,19.20000076,"NSW"
107,104,"55 to 64","Coffs Harbour - Grafton",18700,16.10000038,"NSW"
113,105,"55 to 64","Far West and Orana",14200,15.60000038,"NSW"
119,106,"55 to 64","Hunter Valley exc Newcastle",34600,15.19999981,"NSW"
125,107,"55 to 64","Illawarra",42100,16.20000076,"NSW"
131,108,"55 to 64","Mid North Coast",36000,19.20000076,"NSW"
137,109,"55 to 64","Murray",15400,15.5,"NSW"
143,110,"55 to 64","New England and North West",26400,17.79999924,"NSW"
149,111,"55 to 64","Newcastle and Lake Macquarie",46900,15,"NSW"
155,112,"55 to 64","Richmond - Tweed",29600,14,"NSW"
161,113,"55 to 64","Riverina",22400,17.60000038,"NSW"
167,114,"55 to 64","Southern Highlands and Shoalhaven",22700,17.29999924,"NSW"
173,206,"55 to 64","Melbourne - Inner",67400,10.69999981,"VIC"
179,207,"55 to 64","Melbourne - Inner East",55100,16.60000038,"VIC"
185,208,"55 to 64","Melbourne - Inner South",53300,14.5,"VIC"
191,209,"55 to 64","Melbourne - North East",55100,12.10000038,"VIC"
197,210,"55 to 64","Melbourne - North West",48300,14.19999981,"VIC"
203,211,"55 to 64","Melbourne - Outer East",60700,14.10000038,"VIC"
209,212,"55 to 64","Melbourne - South East",87400,12.39999962,"VIC"
215,213,"55 to 64","Melbourne - West",76600,11.30000019,"VIC"
221,214,"55 to 64","Mornington Peninsula",39900,15.89999962,"VIC"
227,201,"55 to 64","Ballarat",21800,15.89999962,"VIC"
233,202,"55 to 64","Bendigo",22200,16.70000076,"VIC"
239,203,"55 to 64","Geelong",45300,17.5,"VIC"
245,204,"55 to 64","Hume",26700,18.5,"VIC"
251,205,"55 to 64","Latrobe - Gippsland",36100,15.30000019,"VIC"
257,215,"55 to 64","North West",19200,15.80000019,"VIC"
263,216,"55 to 64","Shepparton",14100,13.10000038,"VIC"
269,217,"55 to 64","Warrnambool and South West",19300,19,"VIC"
275,301,"55 to 64","Brisbane - East",39200,19.89999962,"QLD"
281,302,"55 to 64","Brisbane - North",26500,14.19999981,"QLD"
287,303,"55 to 64","Brisbane - South",38100,12.10000038,"QLD"
293,304,"55 to 64","Brisbane - West",19400,12.39999962,"QLD"
299,305,"55 to 64","Brisbane Inner City",27100,10.30000019,"QLD"
305,310,"55 to 64","Ipswich",34800,12,"QLD"
311,311,"55 to 64","Logan - Beaudesert",37900,13.60000038,"QLD"
317,313,"55 to 64","Moreton Bay - North",32900,15.30000019,"QLD"
323,314,"55 to 64","Moreton Bay - South",23100,13.10000038,"QLD"
329,306,"55 to 64","Cairns",33900,16.5,"QLD"
335,307,"55 to 64","Darling Downs - Maranoa",16600,16.39999962,"QLD"
341,308,"55 to 64","Central Queensland",30400,17,"QLD"
347,309,"55 to 64","Gold Coast",71200,13.10000038,"QLD"
353,312,"55 to 64","Mackay - Isaac - Whitsunday",23100,16.60000038,"QLD"
359,315,"55 to 64","Queensland - Outback",8200,13.10000038,"QLD"
365,316,"55 to 64","Sunshine Coast",54200,16.5,"QLD"
371,317,"55 to 64","Toowoomba",17700,13.80000019,"QLD"
377,318,"55 to 64","Townsville",30700,16.39999962,"QLD"
383,319,"55 to 64","Wide Bay",46800,18.60000038,"QLD"
